accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.792969465,0.835056484,0.434579551,0.870753765,0.818114698,0.484821916
0.791997313,0.83306998,0.437080741,0.874341428,0.824836254,0.473943263
0.788925171,0.831570745,0.444751948,0.873018801,0.823858082,0.472684324
0.780388653,0.819303989,0.476724386,0.867856443,0.823113859,0.48066327
0.789556026,0.828245521,0.448089927,0.870150745,0.824244738,0.478109807
0.792604983,0.833843052,0.435787231,0.871962905,0.825475574,0.47474128
0.792333603,0.836940885,0.430845231,0.869041145,0.821984291,0.484435648
0.795290649,0.837028027,0.42730096,0.87263608,0.827576756,0.480619043
0.793633282,0.837784588,0.428257346,0.86560303,0.817912817,0.494292617
0.795076787,0.838779747,0.424882203,0.868057251,0.824289501,0.486864865
0.794649661,0.838321328,0.42604363,0.869702756,0.821949661,0.484354943
0.79528296,0.837728322,0.426332593,0.872597635,0.822591186,0.478452832
0.795517206,0.83896178,0.42432943,0.873869002,0.826623321,0.474624455
0.795482814,0.838426232,0.424668431,0.869725943,0.825437903,0.485520363
0.796420395,0.839475453,0.421999425,0.868353903,0.823222518,0.489358455
0.795002699,0.839033723,0.425283968,0.868779302,0.821895123,0.483819872
0.793704331,0.834469497,0.432982683,0.873000503,0.825705647,0.477689177
0.796190679,0.839462459,0.422641546,0.866802394,0.820598722,0.491256148
0.794576049,0.838863373,0.425652385,0.867225349,0.822722077,0.489318013
0.795864761,0.839317977,0.422377616,0.873590708,0.828075409,0.476119548
0.794521749,0.838708401,0.425466716,0.871132195,0.82310617,0.483368754
0.793534815,0.835836768,0.431374341,0.869585574,0.821050763,0.486483186
0.794416487,0.839375854,0.424304575,0.872629404,0.824404061,0.483750761
0.795763314,0.83929652,0.422486216,0.873405755,0.82933867,0.47429058
0.795907378,0.839034736,0.423846364,0.869084477,0.822496951,0.486379743
0.796528339,0.841320515,0.418089598,0.873012722,0.825703263,0.481096417
0.796525002,0.839669883,0.421500057,0.870025039,0.823016286,0.484264523
0.796694458,0.83954525,0.421106011,0.867054462,0.823194146,0.486854583
0.795003653,0.841389775,0.420904905,0.870089114,0.822631657,0.484851599
0.798184693,0.84019202,0.418570906,0.869571507,0.828539312,0.485450983
0.795642197,0.839338958,0.423274279,0.864597142,0.821578383,0.49240765
0.796025395,0.839879394,0.421526194,0.870659769,0.823117733,0.48983261
0.7965886,0.839598656,0.421683013,0.869982302,0.825718403,0.483467281
0.795499861,0.839868844,0.423112184,0.862445056,0.821636021,0.50150609
0.796645284,0.841696084,0.419120848,0.871985495,0.823784709,0.482478261
0.797622323,0.840149283,0.419095278,0.864300549,0.825381398,0.500717342
0.795921862,0.840028465,0.422414988,0.863520503,0.816932917,0.499678701
0.79612112,0.839701176,0.421349794,0.86751157,0.826084256,0.492395371
0.796479762,0.840125203,0.420942396,0.862717867,0.819582641,0.498643458
0.797066748,0.84190017,0.417652547,0.874670386,0.829365849,0.476528436
0.795548677,0.839743257,0.422514051,0.875941753,0.826855779,0.473269373
0.797531247,0.84317714,0.415230453,0.872818589,0.828337371,0.479909897
0.798066258,0.842297077,0.414933413,0.875192285,0.830099583,0.475591898
0.797735989,0.842332363,0.416459352,0.872738063,0.825636208,0.476229399
0.796906233,0.841248631,0.41882807,0.872016013,0.827233851,0.476170152
0.79586488,0.839603782,0.422908664,0.872958362,0.825968504,0.483355254
0.794842422,0.838679612,0.425006002,0.871035755,0.828030288,0.486721188
0.796853006,0.844756424,0.413151026,0.870980859,0.824371219,0.480493307
0.799112201,0.844740033,0.409809291,0.87323606,0.826545,0.475816548
0.799442232,0.843766689,0.410368949,0.871179223,0.822737575,0.490098149
0.799528182,0.84497577,0.409672916,0.872894287,0.826114535,0.479162902
0.798429906,0.843354523,0.412081182,0.873618186,0.829615533,0.482130438
0.795768678,0.841975212,0.418888658,0.875891745,0.827355564,0.468696505
0.790004611,0.833058715,0.442528635,0.871654689,0.828201175,0.475741386
0.796833158,0.839845657,0.420872211,0.875143409,0.83056736,0.470271409
0.800181627,0.845363915,0.407724947,0.874064326,0.83240366,0.475650102
0.799778938,0.848378181,0.40300411,0.868362427,0.824529886,0.489350885
0.801949561,0.84728843,0.401782662,0.873261094,0.827746153,0.483698964
0.800239742,0.847977936,0.403223276,0.872249782,0.826546013,0.481877089
0.800515771,0.847731888,0.402991802,0.870659769,0.828395665,0.483955562
0.800297141,0.846713185,0.404992521,0.869436622,0.826922417,0.489462763
0.801018536,0.846191108,0.405178487,0.871115088,0.827233315,0.482728571
0.800503552,0.846890926,0.405166924,0.877936423,0.832131863,0.477803618
0.80009377,0.845896721,0.406922698,0.868577898,0.826085687,0.486323714
0.802221894,0.848489285,0.399791062,0.874638677,0.826429844,0.476884961
0.799834847,0.846480966,0.407076746,0.87396121,0.828464866,0.479315251
0.797854841,0.84127605,0.416306883,0.874178469,0.825390577,0.479797184
0.800646365,0.846540153,0.405039579,0.873751223,0.828374922,0.481693119
0.79883337,0.844977021,0.409643948,0.875966191,0.83332479,0.476377249
0.800936282,0.847564816,0.403166115,0.875992417,0.827418923,0.478215247
0.800012112,0.847193837,0.404812783,0.86988771,0.823920369,0.485822171
0.798664689,0.843488991,0.412761569,0.876943946,0.829904497,0.475605518
0.797821403,0.844257236,0.411693245,0.868818998,0.827127159,0.485966414
0.801233172,0.84819591,0.401181281,0.874412239,0.832276046,0.478467703
0.801966667,0.848327935,0.400820673,0.872965097,0.828737319,0.483081818
0.802121937,0.84978199,0.396812141,0.873123765,0.828284442,0.482760966
0.800426662,0.846325278,0.406092763,0.874261498,0.827312052,0.474299163
0.801066875,0.846414924,0.403704226,0.873914182,0.830535591,0.475960881
0.800601304,0.850013912,0.399301261,0.869359136,0.830343068,0.491403133
0.803734601,0.848834038,0.397426993,0.869234025,0.827526093,0.486618489
0.799642324,0.845544696,0.408289641,0.872106314,0.827898026,0.483819366
0.801601589,0.848384261,0.400643378,0.871778548,0.82653141,0.484435648
0.801056981,0.847111821,0.403586596,0.877192378,0.830339611,0.475415945
0.800540626,0.847922623,0.402957946,0.87658143,0.832203746,0.471135736
0.800830781,0.847818375,0.402564585,0.871666253,0.829818606,0.484061331
0.802632213,0.848440945,0.399552852,0.874759495,0.830663323,0.479312062
0.799941897,0.846399486,0.407191336,0.875078738,0.825042665,0.481497377
0.800799072,0.846920848,0.403672934,0.874445796,0.827574432,0.479951084
0.802575052,0.849425435,0.397761226,0.874245584,0.828469932,0.478396922
0.80379051,0.851610541,0.392485023,0.874662459,0.832254887,0.479293257
0.800348878,0.847790539,0.404413164,0.868997812,0.818746686,0.494876415
0.798794687,0.84455061,0.410156667,0.873773813,0.835665822,0.481168628
0.802110732,0.849598229,0.39855504,0.876765728,0.830155909,0.488091111
0.802117169,0.847948194,0.400899261,0.876221299,0.830343902,0.479190677
0.801717281,0.848960042,0.400393635,0.873752415,0.832407355,0.482063115
0.800701797,0.84641999,0.405056566,0.875774562,0.831986964,0.479855299
0.801277101,0.848884702,0.40052706,0.872019053,0.830420494,0.487420201
0.803479493,0.854881883,0.388163179,0.873806775,0.830899477,0.482392669
0.804963887,0.853354633,0.387480646,0.876110852,0.832704306,0.481339067
0.804703236,0.852080524,0.389946401,0.868292868,0.825074553,0.49381879
0.805458128,0.854094326,0.386932373,0.872133195,0.828055143,0.484660983
0.802486956,0.849669337,0.397048801,0.876104712,0.835792422,0.479649663
0.798437595,0.846460044,0.408173293,0.872091651,0.825282574,0.482280552
0.792790294,0.837410808,0.433028787,0.879009426,0.834450305,0.476280659
0.802193344,0.847224832,0.401035547,0.874592304,0.834722877,0.477211714
0.805538952,0.853450775,0.387633413,0.871297002,0.832088113,0.486668766
0.804606318,0.855957866,0.384937078,0.871549666,0.829882503,0.486714393
0.80691576,0.854845881,0.382756174,0.873012066,0.83112365,0.484179199
0.80517602,0.85549438,0.384566933,0.870326519,0.830239832,0.488413036
0.804950953,0.854864001,0.385677218,0.870386362,0.829283595,0.488012046
0.80389744,0.852521718,0.391344815,0.87702024,0.832431793,0.471758187
0.804838359,0.851891041,0.3903597,0.871887803,0.828361332,0.481280237
0.804968357,0.853786469,0.387140393,0.872285783,0.832089841,0.481907427
0.805750132,0.855032563,0.384724796,0.869294405,0.829941034,0.489467651
0.807477534,0.856669426,0.379297227,0.875021994,0.830543637,0.481136709
0.805272102,0.854899526,0.385611832,0.875084817,0.830599606,0.485644758
0.804289699,0.850996017,0.392633557,0.870049417,0.825581253,0.481709212
0.805813253,0.854468465,0.385113716,0.875914931,0.835088015,0.481211156
0.804477036,0.854074359,0.387823761,0.875857532,0.830373645,0.486556411
0.804008663,0.852303386,0.391238511,0.870053113,0.827455938,0.488039374
0.804987431,0.855028808,0.385367543,0.873934925,0.832947135,0.482928663
0.804468513,0.852561176,0.389803797,0.874364018,0.833356738,0.477814913
0.803368509,0.852579892,0.391557068,0.864227891,0.82334125,0.497601509
0.804751813,0.853384972,0.387567669,0.875451684,0.832184017,0.494840324
0.805421114,0.85358274,0.387236685,0.869835198,0.833221436,0.49473235
0.807023466,0.85780704,0.378074855,0.868914783,0.829190969,0.488285899
0.806260884,0.855487466,0.384074211,0.87490052,0.830836058,0.475274503
0.805199683,0.852215171,0.38803792,0.870167851,0.830172122,0.488528967
0.805518091,0.857240021,0.381066114,0.873533309,0.83550036,0.487094611
0.809101462,0.857576847,0.376385629,0.873528421,0.829292893,0.486246675
0.804337263,0.852825761,0.389710009,0.874643564,0.832371831,0.487788498
0.806208849,0.855518043,0.382613033,0.868185401,0.830321848,0.491692424
0.807032347,0.856160998,0.380848587,0.872547626,0.832069695,0.485939294
0.807480812,0.858517528,0.376448154,0.874436021,0.832702756,0.48263523
0.807550311,0.85829097,0.37706238,0.871132195,0.830760717,0.491356283
0.808109522,0.856941998,0.378581047,0.86587888,0.829605997,0.494774669
